KODE_KANTOR,KANTOR_CABANG,KODE_KANWIL,KANWIL,KODE_PPK,NAMA_PPK,ALAMAT_PPK,KODE_POS_PPK,TELEPON_AREA_PPK,TELEPON_PPK,CONTACT_PERSON,TELEPON_PEMILIK,TELEPON_EXT_PEMILIK,NO_PPK,JENIS_FASKES,TGL_PPK,STATUS
B01,PEMATANGSIANTAR,B01,KANWIL SUMBAGUT,PPK-522439,KLINIK DR. HELMI SINAGA,SIMPANG MAYANG PERDAGANGAN KEC. BANDAR KAB . SIMALUNGUN,,081,396829398,081262101788,081265101788,081265101788,7-11585003733,KLINIK TC,,AKTIF
L02,CILACAP,L02,KANWIL JATENG DAN DIY,PPK-512479,KLINIK CAHAYA HUSADA,JL. DR. RAJIMAN N0.68 CILACAP,,0282,02825227128,081228718870,02825227128,02825227128,7-11528617938,KLINIK TC,,AKTIF
N11,SIDOARJO,N11,KANWIL JATIM,PPK-512478,KLINIK SUKODONO SEHAT,JL PATAR LOR,,,,081336358661,,,7-11527918822,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512467,PUSKESMAS KAMONJI,SIRANINDI,,,,0811452232,,,7-11519234154,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512469,PUSKESMAS MABELOPURA,"JL. I GUSTI NGURAH RAI NO.18, TAWANJUKA",,,,7-11519192153,,,7-11519192153,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512475,PUSKESMAS TAWAELI,"PANAU, TAWAELI",,,,082293262600,,,7-11514661028,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512476,PUSKESMAS TIPO,"JL. MALONDA NO.171, DONGGALA KODI",,,,081341216150,,,7-11514472267,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512473,PUSKESMAS SINGGANI,"JL. DR. MOH. HATTA NO.5, LOLU UTARA",,,,082189338731,,,7-11514249986,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512471,PUSKESMAS PANTOLOAN,"PANTOLOAN, TAWAELI",,,,081341206600,,,7-11514154005,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512474,PUSKESMAS TALISE,"JL. KOM L YOS SUDARSO NO.2, TALISE, MANTIKULORE",,,,08114539421,,,7-11513791264,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512472,PUSKESMAS SANGURARA,"JL. KESEHATAN, DUYU, TATANGA",,,,081377715684,,,7-11512881993,KLINIK TC,,AKTIF
B04,TANJUNG MORAWA,B04,KANWIL SUMBAGUT,PPK-522436,RSU MITRA MEDIKA AMPLAS,JL SISINGAMANGARAJA NO. 11 KEL. HARJOSARI 1 KEC. MEDAN AMPLAS KOTA MEDAN,,,0617879080,08121612008,0617879080,0617879080,7-11505379433,RUMAH SAKIT TC,,AKTIF
K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,PPK-542438,KLINIK AFIATI CICALENGKA,JL RAYA BARAT NO.157 CICALENGKA KAB.BANDUNG,,,0811231937,0811231937,,,7-11495091399,KLINIK TC,,AKTIF
K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,PPK-542439,KLINIK AFIATI SOREANG,JL RAYA SOREANG ¿ BANJARAN NO.298 KAB.BANDUNG,,,0811231937,0811231937,,,7-11495091397,KLINIK TC,,AKTIF
K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,PPK-542443,KLINIK AFIATI BOJONGSOANG,JL RAYA BOJONGSOANG NO.98 KAB.BANDUNG,,,0811231937,0811231937,,,7-11495091395,KLINIK TC,,AKTIF
K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,PPK-542440,KLINIK CAHAYA QALBU,JL. LASWI NO. 480 CIKOPO CIPARAY,,,022 8596 33 55,081214696423,,,7-11491997529,KLINIK TC,,AKTIF
K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,PPK-542441,KLINIK MEDIKA PRATAMA III,JL RAYA BANJARAN NO.534 RT04/06 DS. SUKASARI PAMEUNGPEUK,,,022 - 85933883,082126088521,,,7-11491997527,KLINIK TC,,AKTIF
K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,PPK-542442,KLINIK MEDIKA PRATAMA II,JL RAYA BANDUNG GARUT KM.21 NO. 26A RANCAEKEK,,,022 - 87830370,082126088521,,,7-11491997525,KLINIK TC,,AKTIF
K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,PPK-542444,NAYAKA ERA HUSADA 05,JL. MOH. TOHA RT. 02 RW. 06 KP. PALASARI PASAWAHAN DAYEUH KOLOT,,,022 6640384,081322181881,022 6640384,022 6640384,7-11491997523,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512470,PUSKESMAS MAMBORO,JLN. LENTORA MAMBORO UTARA,,,,085241011866,,,7-11459262056,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512466,PUSKESMAS BULILI,BIROBULI SEL,,,,082291595881,,,7-11458598575,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512468,PUSKESMAS KAWATUNA,JL. BULU MASOMBA NO.191,,,,08135494506,,,7-11458133304,KLINIK TC,,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,PPK-512465,PUSKESMAS BIROBULI,BIROBULI UTARA,,,,081241991511,,,7-11456264663,KLINIK TC,,AKTIF
B02,KISARAN,B02,KANWIL SUMBAGUT,XX1,KLINIK TEST KANTOR PUSAT BPJSTK,JL GATSU NO 79,,,,085312696997,,,7-11438187244,RUMAH SAKIT TC,,AKTIF
T00,MANADO,T00,KANWIL SULAWESI MALUKU,PPK-512477,RSU MANADO MEDICAL CENTER,JL RAJAWALI NO. 8 PAAL MANADO,,0431,,,,,7-11431265793,RUMAH SAKIT TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512438,PUSKESMAS MIJEN I,JL RAYA MIJEN NO 68,,,,,,,7-11426343168,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512437,PUSKESMAS MIJEN II,"JL. RAYA JLEPER DS. JLEPER, KEC. MIJEN",,000,081326093821,081326093821,0291685934,0291685934,7-11426387239,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512439,PUSKESMAS WEDUNG I,"JL. RAYA ANGIN-ANGIN NO. 8, KEC. WEDUNG",,000,081226157097,081226157097,0291685934,0291685934,7-11426262478,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512440,PUSKESMAS KARANGANYAR II,JL RAYA KARANGANYAR-MIJEN DESA KEDUNGWARU LOR,,,08122842348,08122842348,08122842348,08122842348,7-11426193867,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512441,PUSKESMAS WEDUNG II,"JL. DR AZHARI NO. 04 DS. MUTIH KULON, KEC. WEDUNG",,000,08112538090,08112538090,0291685934,0291685934,7-11426199657,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512442,PEMERINTAH KARANGANYAR I,DS RAYA KUDUS-DEMAK KARANGANYAR,,,08122572740,08122572740,08122572740,08122572740,7-11426093776,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512443,PUSKESMAS GAJAH II,"DS. TAMBIREJO, KEC. GAJAH",,000,082133288418,082133288418,0291685934,0291685934,7-11426110456,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512445,PUSKESMAS GAJAH I,"JL. RAYA DEMAK-KUDUS NO. 8 DS. GAJAH, KEC. GAJAH",,000,000000000000,000000000000,0291685934,0291685934,7-11426031485,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512444,PUSKESMAS DEMPET,JL RAYA DEMPET,,,085641173738,085641173738,085641173738,085641173738,7-11425972405,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512447,PUSKESMAS WONOSALAM I,JL DEMAK PURWODADI KM 5.5,,,082242925287,082242925287,082242925287,082242925287,7-11425898594,KLINIK TC,,AKTIF
B02,KISARAN,B02,KANWIL SUMBAGUT,6834,KLINIK AMANAH,JL. SEI SILAU TIMUR KEC. BUNTU PANE KAB ASAHAN,1-DNH-1976,0812,63077480,081263077480,63077480,63077480,1400000000109,KLINIK TC,03/Feb/2014 17:00:00,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512448,PUSKESMAS WONOSALAM II,DESA WONOSALAM,,,08157718368,08157718368,08157718368,08157718368,7-11425824423,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512449,PUSKESMAS DEMAK III,"JL. CEMPAKA RAYA NO.5 WIJAYA KUSUMA II, KEC. DEMAK",,000,081325092983,081325092983,0291685934,0291685934,7-11425760723,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512451,PUSKESMAS DEMAK II,"JL. RAYA DEMAK - MIJEN , KEC. DEMAK",,000,08122641897,08122641897,0291685934,0291685934,7-11424996974,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512450,PUSKESMAS BONANG II,JL RAYA DEMAK-WEDUNG KM 10,,,,,,,7-11424961930,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512453,PUSKESMAS BONANG I,JL MORO-DEMAK NO 50,,,082135626367,082135626367,0291685934,0291685934,7-11424672129,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512452,PUSKESMAS DEMAK I,JL PEMUDA 38 NO 61 KEL BINTORO KEC DEMAK,,000,081325745024,081325745024,0291685934,0291685934,7-11424704283,KLINIK TC,,AKTIF
K14,BEKASI CIKARANG,K14,KANWIL JAWA BARAT,PPK-491884,KLINIK AMIRA,JL. BYPASS LEMAH ABANG SINGAR BARAT DS KARANG SARI CIKARANG TIMUR,,,,081213196139,,,7-10772052743,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512455,PUSKESMAS SAYUNG II,JL ONGGORAWE,,,08156563292,08156563292,08156563292,08156563292,7-11424444537,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512456,PUSKESMAS SAYUNG I,JL RAYA SEMARANG-DEMAK DS PURWOSARI,,,0856525552,0856525552,0856525552,0856525552,7-11424313656,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512457,PUSKESMAS GUNTUR II,JL RAYA PAMONGAN-GENUK DS PAMONGAN,,,081325732754,081325732754,081325732754,081325732754,7-11424018145,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512458,PUSKESMAS GUNTUR I,JL RAYA GUNTUR,,,081325732754,081325732754,081325732754,081325732754,7-11423810414,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512459,PUSKESMAS KARANGAWEN II,DESA TLOGOREJO,,,081228985050,081228985050,081228985050,081228985050,7-11423730053,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512460,PUSKESMAS KARANGAWEN I,JL RAYA KARANGAWEN-PURWODADI KM 21,,,,,,,7-11423576402,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512461,PUSKESMAS MRANGGEN III,JL PUCANG GADING RAYA NO 54 BATU SARI,,,08122903087,08122903087,08122903087,08122903087,7-11423497101,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512462,PUSKESMAS MRANGGEN II,JL RAYA NGGORAWE KEC MRANGGEN,,,081225787879,,081225787879,081225787879,7-11423289640,KLINIK TC,,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,PPK-512463,PUSKESMAS MRANGGEN I,JL RAYA MRANGGEN NO 90,,,,,,,7-11423034769,KLINIK TC,,AKTIF
W00,MAKASSAR,W00,KANWIL SULAWESI MALUKU,PPK-522437,RUMAH SAKIT IBNU SINA MAKASSAR,JLN. URIP SUMOHARJO KM 5 NO. 264 MAKASSAR,,0411,0411452917,081342605005,0411452917,0411452917,7-11422751495,RUMAH SAKIT TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-512430,KLINIK AMELIA,JL. KERTOREJO NO.1  KEBOAN ANOM GEDANGAN SIDOARJO,,,,081231082040,082244330065,082244330065,7-11410618613,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512429,PUSKESMAS SUKAMAJU BARU,"JL KENARI RAYA KOMP TNI AD, KEL. SUKAMAJU BARU",,021,0218762908,,,,7-11403269417,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512426,PUSKESMAS CIMPAEUN,PERUMAHAN PERSADA DEPOK TAPOS,,021,02187922036,,02187922036,02187922036,7-11403190446,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512425,PUSKESMAS CILANGKAP,KP BANJARAN PUCUNG RT.01/07 CILANGKAP,,021,02123728283,,,,7-11403047295,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512427,PUSKESMAS JATIJAJAR,JL SETU JATIJAJAR NO.25 RT.07/03 JATIJAJAR,,021,0218763417,,0218763417,0218763417,7-11402977744,KLINIK TC,,AKTIF
K19,TANGERANG SELATAN,K19,KANWIL BANTEN,8019,KLINIK AMIRA,GRIYA LOKA BSD TANGSEL,1-DNH-1398,,,INDRA,,,1500000000448,KLINIK TC,03/Mar/2015 17:00:00,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512431,KLINIK HASYIM PURWADI,JL RAYA PISMA A2,,0294,029446582,029446582,029446582,029446582,7-11400991934,KLINIK TC,,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512423,KLINIK DIDY SUGIHARTO,JL RAYA KUTOSARI/6 GRINGSING,,0294,0294641877,0294641877,0294641877,0294641877,7-11399656563,KLINIK TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-512416,KLINIK PRATAMA BP TRIAN SUROTO,JL. STASIUN BENTENG UJUNG SURABAYA,,,,08123149901,,,7-11396567947,KLINIK TC,,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512424,KLINIK FRANSISCUS FERRY,JL MANDUROREJO/459,,0284,028445683,028445683,028445683,028445683,7-11396275874,KLINIK TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-512415,BP PASMAR,JL. A. YANI NO 1A GEDANGAN SIDOARJO,,,,08123149901,,,7-11396406516,KLINIK TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-512419,KLINIK PRATAMA BP HARUN,JL. GEDANGAN NO 2 SIDOARJO,,,,08123149901,,,7-11396313915,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512412,KLINIK PT. KAI (PERSERO) MALANG DAN BP GIGI,JL PANGLIMA SUDIRMAN NO 15 MALANG,,,,081320009966,,,7-11396191406,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512410,TC KLINIK TASIK AMC,JALAN RAYA CIAWI KM. 08 PAGENDINGAN DESA JATIHURIP KECAMATAN CISAYONG,,,,,,,7-11394751072,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512411,KLINIK PT. KAI (PERSERO) BLITAR,KOMPLEKS STASIUN BLITAR,,,,081320009966,,,7-11396100505,KLINIK TC,,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512422,KLINIK AMROZI TAUFIK,JL RAYA PEGADEN/112,,0284,028443256,028443256,028443256,028443256,7-11396120903,KLINIK TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-512418,KLINIK PRATAMA BP SOEPRAPTONO,D/A RESIMEN KAVALERI JL SEMARUNG DBAL NO 1 SURABAYA,,,,08123149901,,,7-11396083104,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512413,KLINIK PT. KAI (PERSERO) MOJOKERTO,JL BHAYANGKARA SIDOARJO,,,,081320009966,,,7-11395988474,KLINIK TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-512417,KLINIK PRATAMA BP USMAN,JL OPAK NO 9 SURABAYA,,,,08123149901,,,7-11395785073,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512414,KLINIK PT. KAI (PERSERO) SIDOARJO,STASIUN SIDOARJO,,,,081320009966,,,7-11395716573,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512409,TC KLINIK TSK CARMEL MEDIKA,JL. JEND. AH. NASUTION NO. 168 MANGKUBUMI,,,,012345678910,,,7-11395608476,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512408,TC KLINIK TSK AZZAHRA,"JL SETIARASA, MANGKUBUMI KOTA TASIK",,,,012345678910,,,7-11395396905,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512407,KLINIK PRATAMA MEDISKA SURABAYA GUBENG,JL INDRAKILA NO 2A SURABAYA,,,,081320009966,,,7-11394072533,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512404,TC KLINIK BJR PKU MUHAMADIYAH,JL DR HUSEN KERTASASMITA NO 48,,,,012345678910,,,7-11394291784,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512405,TC KLINIK BJR ABDURRAUF,JL RAYA PATURAMAN NO 722 LINGKUNGAN JELAT RT RW 001/002 PATARUMAN,,,,08123456789,,,7-11394160393,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512402,RSIA PERDANA MEDICA,JL RAYA KUTISARI NO 6 SURABAYA,,,,085648631188,,,7-11385680714,RUMAH SAKIT TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512394,KLINIK UTAMA WIDJAJA ASTHMA CENTRE,JL DHARMAHUSADA INDAH TIMUR NO 7,,,,081703195575,,,7-11384452093,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512396,BP AMPEL,JL HANG TUAH DBAL UJUNG SURABAYA,,,,082337517766,,,7-11384956680,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512397,BP DENMA,JL. LAKSDA M NASIR NO 56 UJUNG SURABAYA,,,,082337517766,,,7-11384864049,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512399,KLINIK INDRAGIRI,JL INDRAGIRI NO 7 SURABAYA,,,,082337517766,,,7-11384749898,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512400,KLINIK TANJUNG SADARI,JL TANJUNG SADARI 67 SURABAYA,,,,082337517766,,,7-11384645697,KLINIK TC,,AKTIF
L00,SEMARANG PEMUDA,L00,KANWIL JATENG DAN DIY,PPK-512421,KLINIK CARAKALIMA,JL IMAM BONJOL BLOK B7/NO 47-49 SEMARANG,,0822,082220273725,082220273725,082220273725,082220273725,7-11382526123,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512398,BP TNI AL GEDANGAN,RUMDIS TNI AL GEDANGAN JL RENCONG III NO 3 SIDOARJO,,,,082337517766,,,7-11384521926,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512401,KLINIK PRATAMA TNI AL SAWO TRATAP,JL KRI P.RUPAT NO.44 SAWO TRATAP SIDOARJO,,,,082337517766,,,7-11384168675,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512393,BK DRIYOREJO,JL. KALIMAYA IX KOTA BARU DRIYOREJO GRESIK,,,,,,,7-11383874214,KLINIK TC,,AKTIF
N14,SURABAYA TANJUNG PERAK,N14,KANWIL JATIM,PPK-512395,BK KENJERAN TNI AL,JL WIRATNO NO 55 SURABAYA,,,0313893059,082337517766,,,7-11383637933,KLINIK TC,,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512420,KLINIK HJ ZAENAB,JL RE MARTADINATA /107A,,0284,0284325222,087830555657,0284325222,0284325222,7-11382719723,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512392,KLINIK PRATAMA PT GELORA DJAJA,JL BUNTARAN NO 9,,,,08113532855,,,7-11382271463,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512391,PUSURA BALONGSARI,JL RAYA BALONGSARI TAMA BLOK B NO 8-9,,,,087855545145,,,7-11380248526,KLINIK TC,,AKTIF
J10,JAKARTA PLUIT,J10,KANWIL DKI JAKARTA,PPK-512387,KLINIK PRATAMA ATMAJAYA BSD,JL RAYA CISAUK KEL SAMPORA,,,,082111730906,0215731982,0215731982,7-11380102244,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512384,PUSKESMAS DEPOK JAYA,JL MELATI RAYA DEPOK JAYA,,021,0217520130,,0217520130,0217520130,7-11378438639,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512382,PUSKESMAS KEMIRIMUKA,JL. CILIWUNG N0. 12 KEMIRI MUKA,,,,0217757033,021-7757033,021-7757033,7-11378279366,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512383,PUSKESMAS RANGKAPAN JAYA,JL KEADILAN RANGKAPAN JAYA,,021,0217520130,,0217520130,0217520130,7-11378080358,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512390,KLINIK ALMIRA MEDIKA,JL RAYA SEDATI AGUNG NO 73,,,,081233920648,,,7-11377591463,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512381,PUSKESMAS TANAH BARU,PERUM DEPOK MULYA III,,,,0217757033,0217757033,0217757033,7-11378025295,KLINIK TC,,AKTIF
J10,JAKARTA PLUIT,J10,KANWIL DKI JAKARTA,PPK-512389,KLINIK PRATAMA ATMAJAYA PENJARINGAN,JL. TANJUNG WANGI RW. 06,,021,22664221,082111730906,0215731982,0215731982,7-11377446873,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512379,PUSKESMAS CISALAK PASAR,JL JAMRUD VI PERUM PERMATA PURI I RT.06/09 CISALAK PASAR,,021,0218741072,,,,7-11377988787,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512380,PUSKESMAS RATU JAYA,PERUMAHAN PERMATA DEPOK REGENCY,,,,,,,7-11377858854,KLINIK TC,,AKTIF
N04,PASURUAN,N04,KANWIL JATIM,PPK-481920,KLINIK ASY-SYIFA,"DUSUN PARAS  RT. 001 RW. 004 DESA PARASREJO, POHJENTREK, PASURUAN",,0343,0343411001,085648477369,0343411001,0343411001,7-10706576483,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512376,PUSKESMAS PASIR GUNUNG SELATAN,KOMP VILLA KALISARI BLOK B RT.12/01 CIMANGGIS DEPOK,,021,0218741072,,0218741072,0218741072,7-11377646375,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512377,PUSKESMAS DUREN SERIBU,JL. DELIMA NO 2 KOMPLEK ARCO,,,,021-74771693,74771693,74771693,7-11377320593,KLINIK TC,,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512375,PUSKESMAS HARJAMUKTI,JL ANANTAKUPA RAYA KOMP DEPPEN KEL. HARJAMUKTI,,,,,0218741072,0218741072,7-11377394804,KLINIK TC,,AKTIF
N05,MOJOKERTO,N05,KANWIL JATIM,7846,KLINIK ASY-SYIFA,JL RAYA PLOSO DS REJOAGUNG KEC PLOSO,1-DNH-2329,0321,885995,08123239352,885995,885995,1500000000346,KLINIK TC,11/Mar/2015 17:00:00,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512433,PUSKESMAS KALIMULYA,JALAN KAMPUNG JATI,,,,,,,7-11377201632,KLINIK TC,01/Jan/2018 00:00:00,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,PPK-512435,PUSKESMAS VILLA PERTIWI,KOMPLEK VILLA PERTIWI,,,,,081211114444,081211114444,7-11376980711,KLINIK TC,01/Jan/2018 00:00:00,AKTIF
K16,BOGOR CILEUNGSI  ,K16,KANWIL JAWA BARAT,PPK-512374,PUSKESMAS SENTUL,"JLN PINTU 3 SIRKUIT SENTUL, BABAKAN MADANG KADUMANGU BOGOR JAWABARAT",,,,08129436426,(021) 87951490,(021) 87951490,7-11376295507,KLINIK TC,,AKTIF
B05,MEDAN UTARA,B05,KANWIL SUMBAGUT,PPK-512388,KLINIK PRATAMA KRAKATAU,JL. GUNUNG KRAKATAU NO. 112,,,081263341400,085296199639,081263341400,081263341400,7-11375041433,KLINIK TC,,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-512406,KLINIK TARIZA,JL GARUDA NO 46 SEDATI,,,,0318684008,,,7-11375780092,KLINIK TC,,AKTIF
D07,BATAM SEKUPANG,D07,KANWIL SUMBARRIAU,PPK-111185,KLINIK AULIA,"RUKO TUNAS REGENCY BLOK C6 NO 06, KEL SEI BINTI, KEC SAGULUNG BATAM",,0778,07783850043,081276624577,07783850043,07783850043,7-3712223302,KLINIK TC,08/Jun/2016 00:00:00,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512386,KLINIK PRATAMA AISYIYAH,JLN ASPARAGUS NO 2 WANAREJAN UTARA,,0284,028442150,085842150979,028442150,028442150,7-11369929874,KLINIK TC,,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512385,KLINIK PRATAMA ASY SYIFA,JLN RAYA RANDUDONGKAL-BELIK KM 01,,0284,028445328,028445735,028445328,028445328,7-11369790183,KLINIK TC,,AKTIF
